time,N2O Dry,N2O corr,d15N,d15N alpha,d15N alpha corr,d15N beta,d15N beta corr,Cavity temp
02/03/2010 12:29:10,357.515594,342.578979,20.06765,25.78,25.778851,6.551424,+AC0-1490.777588,59.238846
02/03/2010 12:29:14,357.268829,342.33197,18.67083,21.69,21.687807,7.680135,+AC0-1490.682983,59.238865
02/03/2010 12:29:18,357.779388,342.842316,19.247543,24.57,24.569246,6.096426,+AC0-1490.081055,59.238853
02/03/2010 12:29:22,357.284363,342.347748,19.284756,26.07,26.065176,4.766252,+AC0-1493.658203,59.238823
02/03/2010 12:29:26,357.386475,342.450256,21.625755,25.65,25.645489,9.69509,+AC0-1488.06665,59.238762
02/03/2010 12:29:30,357.416992,342.48056,20.517952,26.78,26.78278,6.482759,+AC0-1491.286499,59.238823
02/03/2010 12:29:34,357.42627,342.489105,22.231121,29.62,29.617451,7.144644,+AC0-1490.535034,59.238815
02/03/2010 12:29:38,357.607727,342.67157,21.291801,28.91,28.908844,5.989058,+AC0-1490.969849,59.238834
02/03/2010 12:29:42,357.215363,342.279297,22.510115,28.13,28.129768,9.079703,+AC0-1489.480347,59.238884
02/03/2010 12:29:46,357.618073,342.681244,23.088644,26.28,26.275604,11.938611,+AC0-1484.703003,59.238899
02/03/2010 12:29:50,357.778534,342.841461,20.646866,26.13,26.132685,7.341907,+AC0-1488.797607,59.238983
02/03/2010 12:29:54,357.896851,342.959503,21.141586,26.21,26.211891,8.226128,+AC0-1487.3573,59.239082
02/03/2010 12:29:58,358.09375,343.156586,20.191626,23.83,23.831625,8.61692,+AC0-1486.095581,59.23914
02/03/2010 12:30:02,357.606934,342.669586,22.386272,27.39,27.386297,9.536693,+AC0-1487.276123,59.239197
02/03/2010 12:30:06,357.615784,342.678833,22.218781,28.68,28.681013,7.998543,+AC0-1488.862793,59.239296
02/03/2010 12:30:10,357.596344,342.659851,20.069771,26.10,26.09761,6.256726,+AC0-1490.78479,59.239357
02/03/2010 12:30:14,357.29007,342.352997,21.556177,28.62,28.61586,6.775899,+AC0-1491.574707,59.23933
02/03/2010 12:30:18,357.70401,342.765839,22.920187,27.89,27.885654,10.103003,+AC0-1486.249146,59.239315
02/03/2010 12:30:23,357.380219,342.442871,21.515648,25.82,25.823883,9.314544,+AC0-1488.518311,59.239311
02/03/2010 12:30:27,357.406342,342.468811,23.650873,29.79,29.792559,9.731112,+AC0-1487.972168,59.239395
02/03/2010 12:30:31,357.797211,342.859528,19.344055,23.31,23.30595,7.467607,+AC0-1488.626343,59.239555
02/03/2010 12:30:35,357.648407,342.710907,25.62261,30.63,30.629263,12.766815,+AC0-1483.752441,59.239536
02/03/2010 12:30:39,357.093384,342.155853,22.158798,26.25,26.253962,10.157426,+AC0-1488.921875,59.239529
02/03/2010 12:30:43,357.347595,342.40976,24.017225,30.48,30.4751,9.801073,+AC0-1488.164063,59.239525
02/03/2010 12:30:47,357.384399,342.447662,18.984724,25.53,25.526451,4.689969,+AC0-1493.366699,59.239548
02/03/2010 12:30:51,358.066498,343.128662,21.881292,28.24,28.239557,7.758514,+AC0-1487.142822,59.239632
02/03/2010 12:30:55,357.61969,342.682373,23.995951,31.06,31.05555,9.21575,+AC0-1487.598755,59.239616
02/03/2010 12:30:59,357.642487,342.704895,22.268148,27.71,27.706112,9.008052,+AC0-1487.711792,59.239658
02/03/2010 12:31:03,358.042847,343.10379,21.097239,24.70,24.700565,9.556909,+AC0-1485.346069,59.2397
02/03/2010 12:31:07,358.097168,343.158936,25.176989,30.66,30.655096,11.879261,+AC0-1482.710815,59.239761
02/03/2010 12:31:11,357.734863,342.797638,22.514912,29.84,29.843029,7.483003,+AC0-1488.916138,59.239754
02/03/2010 12:31:15,357.726685,342.789825,21.835011,27.48,27.483786,8.3773,+AC0-1488.0177,59.239655
02/03/2010 12:31:19,357.946564,343.009155,24.435158,29.75,29.747923,11.292421,+AC0-1483.996948,59.239685
02/03/2010 12:31:23,357.9021,342.964172,21.301834,26.63,26.629887,8.144765,+AC0-1487.465698,59.239693
02/03/2010 12:31:27,357.89621,342.958069,26.439077,33.23,33.227043,11.913503,+AC0-1483.549072,59.239647
02/03/2010 12:31:31,357.957825,343.020874,19.790379,26.19,26.185841,5.632731,+AC0-1489.86853,59.2397
02/03/2010 12:31:35,358.143921,343.206268,23.243582,27.94,27.935457,10.682859,+AC0-1483.758057,59.239651
02/03/2010 12:31:39,358.615204,343.677307,19.567265,22.37,22.373516,8.774103,+AC0-1483.67981,59.23967
02/03/2010 12:31:43,358.556274,343.618378,24.191233,31.74,31.739761,8.952713,+AC0-1483.753418,59.239681
02/03/2010 12:31:47,358.575623,343.637573,21.278597,26.29,26.28936,8.41895,+AC0-1484.211182,59.239586
02/03/2010 12:31:51,358.815765,343.877747,21.732618,25.03,25.032139,10.477073,+AC0-1481.014771,59.239594
02/03/2010 12:31:55,358.7565,343.819824,21.958946,29.26,29.259886,6.952515,+AC0-1484.983643,59.239571
02/03/2010 12:31:59,358.515167,343.577667,26.772675,35.12,35.124176,10.781457,+AC0-1482.028076,59.239616
02/03/2010 12:32:03,359.266235,344.327911,23.155416,28.96,28.958223,9.553319,+AC0-1480.011963,59.23967
02/03/2010 12:32:07,359.308411,344.370697,20.684389,27.89,27.889965,5.767352,+AC0-1483.799438,59.239716
02/03/2010 12:32:11,359.151764,344.214935,20.737164,26.31,26.308218,7.352308,+AC0-1482.861206,59.239815
02/03/2010 12:32:15,358.403229,343.465118,24.989412,31.14,31.139343,11.061923,+AC0-1482.239502,59.239914
02/03/2010 12:32:19,359.237946,344.299988,20.051357,26.98,26.980261,5.39367,+AC0-1484.510742,59.239922
02/03/2010 12:32:23,358.612671,343.675293,23.124556,29.72,29.71583,8.783356,+AC0-1483.720825,59.239929
02/03/2010 12:32:27,359.019257,344.081573,23.848877,27.97,27.971239,11.822008,+AC0-1478.766602,59.239952
02/03/2010 12:32:31,359.375824,344.436981,22.348734,25.61,25.613087,11.126156,+AC0-1477.912842,59.239998
02/03/2010 12:32:35,359.519257,344.580322,22.639549,25.50,25.5019,11.793802,+AC0-1476.5979,59.240082
02/03/2010 12:32:39,359.175201,344.237396,23.13484,29.82,29.824095,8.701794,+AC0-1481.358765,59.240154
02/03/2010 12:32:43,359.089844,344.151367,22.58145,28.18,28.182821,9.168172,+AC0-1481.235474,59.240223
02/03/2010 12:32:47,359.190033,344.252136,25.635305,31.16,31.160412,12.29352,+AC0-1477.560791,59.240326
02/03/2010 12:32:51,359.442749,344.503967,19.741611,21.73,21.725929,9.718923,+AC0-1479.12915,59.240372
02/03/2010 12:32:55,359.009979,344.072052,23.091631,28.84,28.84094,9.539678,+AC0-1481.218872,59.240314
02/03/2010 12:32:59,359.055939,344.117676,19.729475,25.49,25.49094,6.166131,+AC0-1484.530396,59.240314
02/03/2010 12:33:03,358.933624,343.995941,22.651543,27.64,27.639618,9.813165,+AC0-1481.273193,59.240318
02/03/2010 12:33:07,359.359467,344.421844,21.986727,28.10,28.102764,8.09101,+AC0-1481.212158,59.240295
02/03/2010 12:33:11,359.840302,344.90332,20.054476,25.30,25.299967,6.9748,+AC0-1480.296387,59.240257
02/03/2010 12:33:15,359.375671,344.438324,21.090702,27.44,27.442135,6.974327,+AC0-1482.301025,59.240177
02/03/2010 12:33:19,359.446259,344.509186,20.474298,26.64,26.643709,6.52855,+AC0-1482.462036,59.240135
02/03/2010 12:33:23,359.504639,344.567139,22.325771,28.46,28.456446,8.416334,+AC0-1480.226074,59.24012
02/03/2010 12:33:27,359.664185,344.726501,22.870895,28.08,28.079821,9.825496,+AC0-1478.061035,59.240166
02/03/2010 12:33:31,359.814209,344.877625,19.516609,27.32,27.316204,4.042742,+AC0-1483.468506,59.24015
02/03/2010 12:33:35,359.802551,344.864838,20.176115,25.31,25.31205,7.199136,+AC0-1480.194458,59.240116
02/03/2010 12:33:39,360.055359,345.117706,23.028595,29.83,29.82992,8.490498,+AC0-1477.752197,59.240135
02/03/2010 12:33:43,359.691864,344.754669,19.703064,23.67,23.672127,7.819896,+AC0-1480.044922,59.240158
02/03/2010 12:33:47,359.351074,344.413696,21.817162,25.90,25.895365,9.831687,+AC0-1479.426147,59.240173
02/03/2010 12:33:51,359.48172,344.544708,20.650087,28.06,28.061012,5.540556,+AC0-1483.349487,59.240227
02/03/2010 12:33:55,359.649567,344.713104,25.403669,32.07,32.072403,10.989862,+AC0-1476.960571,59.240372
02/03/2010 12:33:59,359.648895,344.712097,23.145506,28.97,28.973415,9.519875,+AC0-1478.490479,59.240387
02/03/2010 12:34:03,359.363617,344.426575,22.794298,28.04,28.041525,9.712994,+AC0-1479.525513,59.240395
02/03/2010 12:34:07,359.683624,344.746735,21.519169,27.04,27.036203,8.184948,+AC0-1479.730347,59.240387
02/03/2010 12:34:12,359.545013,344.607269,21.566664,25.09,25.091936,10.099501,+AC0-1478.325439,59.240501
02/03/2010 12:34:16,359.677887,344.741241,19.801743,25.99,25.9935,5.835045,+AC0-1482.219116,59.24044
02/03/2010 12:34:20,359.383209,344.446381,19.957863,25.02,25.024288,7.046041,+AC0-1482.233521,59.240433
02/03/2010 12:34:24,358.953033,344.016785,26.646246,33.09,33.086876,12.446259,+AC0-1478.488037,59.240425
02/03/2010 12:34:28,359.316437,344.378235,22.88966,26.01,26.011164,11.800987,+AC0-1477.525391,59.240414
02/03/2010 12:34:32,359.567627,344.631805,19.860081,22.22,22.219919,9.485383,+AC0-1478.906006,59.240402
02/03/2010 12:34:36,359.065613,344.12915,23.779461,27.92,27.919235,11.73627,+AC0-1478.723022,59.240341
02/03/2010 12:34:41,358.748993,343.812622,24.089813,30.32,30.317493,10.089443,+AC0-1481.822388,59.240288
02/03/2010 12:34:45,358.907501,343.97171,21.1068,26.81,26.812847,7.595405,+AC0-1483.74231,59.240246
02/03/2010 12:34:49,359.083038,344.146576,22.436693,26.82,26.820498,10.164752,+AC0-1480.276123,59.240227
02/03/2010 12:34:53,358.621582,343.686523,22.41674,30.70,30.697639,6.491706,+AC0-1486.158325,59.240196
02/03/2010 12:34:57,359.15921,344.223053,21.660027,25.62,25.618383,9.786897,+AC0-1480.341675,59.240189
02/03/2010 12:35:00,358.371857,343.436493,23.258959,30.00,30.004826,8.772844,+AC0-1484.861084,59.240166
02/03/2010 12:35:05,358.373901,343.438232,24.940052,28.30,28.299179,13.628632,+AC0-1479.770508,59.240108
02/03/2010 12:35:09,358.399658,343.46405,22.31776,30.20,30.203278,6.76335,+AC0-1486.821533,59.240074
02/03/2010 12:35:13,358.512848,343.577942,21.524055,27.52,27.517406,7.743344,+AC0-1485.317993,59.240051
02/03/2010 12:35:17,358.113922,343.179504,22.521778,30.17,30.167772,7.191896,+AC0-1487.639404,59.239891
02/03/2010 12:35:21,358.699005,343.763947,21.302364,27.11,27.113409,7.692543,+AC0-1484.535156,59.239876
02/03/2010 12:35:25,359.234192,344.298553,22.878389,26.43,26.43401,11.382779,+AC0-1478.319824,59.239769
02/03/2010 12:35:29,358.787384,343.851288,21.713095,24.60,24.60429,10.84031,+AC0-1480.82312,59.239742
02/03/2010 12:35:33,358.606262,343.670654,22.146912,28.03,28.034767,8.46509,+AC0-1484.105591,59.239731
02/03/2010 12:35:37,358.706116,343.772003,23.536806,30.21,30.206465,9.122129,+AC0-1483.014038,59.239662
02/03/2010 12:35:41,359.03833,344.10376,19.976246,26.86,26.859234,5.361597,+AC0-1485.479492,59.2397
02/03/2010 12:35:45,358.983154,344.047241,20.363146,24.96,24.962149,7.889482,+AC0-1483.045288,59.239685
02/03/2010 12:35:49,359.194855,344.259949,20.728973,27.06,27.059683,6.632025,+AC0-1483.45752,59.239658
02/03/2010 12:35:53,358.890961,343.955353,25.217947,30.54,30.5417,12.064908,+AC0-1479.096313,59.239651
02/03/2010 12:35:57,358.775635,343.840973,23.404528,25.50,25.500753,13.276939,+AC0-1478.359619,59.239662
02/03/2010 12:36:02,359.014038,344.079041,20.386923,25.34,25.340601,7.58079,+AC0-1483.23938,59.23951
02/03/2010 12:36:06,358.777466,343.842163,21.579821,28.48,28.477753,6.951163,+AC0-1484.914307,59.239433
02/03/2010 12:36:10,358.829926,343.895111,20.547972,28.25,28.252056,5.163635,+AC0-1486.546997,59.239273
02/03/2010 12:36:14,358.689667,343.755463,22.551636,28.26,28.260038,9.03803,+AC0-1483.124634,59.239193
02/03/2010 12:36:18,358.963074,344.028076,22.072756,25.25,25.245026,10.936492,+AC0-1479.923828,59.239151
02/03/2010 12:36:21,359.504089,344.569305,21.180616,27.18,27.176653,7.397387,+AC0-1481.253906,59.239059
02/03/2010 12:36:26,358.851776,343.91629,23.237988,28.43,28.433044,10.205585,+AC0-1481.146973,59.239014
02/03/2010 12:36:30,358.567841,343.633606,21.983641,28.29,28.286318,7.912968,+AC0-1484.806152,59.238941
02/03/2010 12:36:34,358.84787,343.913391,24.75555,30.14,30.143394,11.542434,+AC0-1479.780273,59.238876
02/03/2010 12:36:38,359.485657,344.551727,21.563896,28.27,28.271208,7.113925,+AC0-1481.628418,59.238823
02/03/2010 12:36:42,359.451752,344.517365,23.072163,28.58,28.582365,9.744348,+AC0-1479.015869,59.2388
02/03/2010 12:36:46,359.066345,344.132721,22.851473,30.68,30.675331,7.354861,+AC0-1483.203369,59.238731
02/03/2010 12:36:50,360.03009,345.094971,19.848972,24.73,24.725779,7.114896,+AC0-1479.219971,59.23872
02/03/2010 12:36:54,359.565521,344.630219,25.65465,29.79,29.7941,13.611763,+AC0-1474.452515,59.238697
02/03/2010 12:36:58,359.601837,344.667786,23.357021,27.77,27.769272,11.058414,+AC0-1476.987915,59.238678
02/03/2010 12:37:02,359.642365,344.707092,20.679407,26.95,26.953552,6.635482,+AC0-1481.384155,59.238556
02/03/2010 12:37:06,360.145416,345.210297,21.164362,25.00,25.004557,9.401996,+AC0-1476.311646,59.23851
02/03/2010 12:37:10,360.359192,345.424316,21.185322,26.84,26.841795,7.720394,+AC0-1477.145752,59.238518
02/03/2010 12:37:14,360.412903,345.478485,20.583044,26.08,26.081932,7.265836,+AC0-1477.404175,59.238564
02/03/2010 12:37:18,360.167358,345.232147,21.615213,25.73,25.727966,9.597355,+AC0-1476.02063,59.238617
02/03/2010 12:37:22,359.952728,345.017609,22.810471,28.57,28.573431,9.245724,+AC0-1477.326904,59.23867
02/03/2010 12:37:26,360.323639,345.388489,20.821457,27.30,27.295519,6.590133,+AC0-1478.49585,59.238747
02/03/2010 12:37:30,360.768646,345.832458,18.777288,23.43,23.433525,6.24997,+AC0-1476.89856,59.238747
02/03/2010 12:37:34,360.856903,345.920959,24.766272,27.76,27.759745,13.79761,+AC0-1468.653687,59.2388
02/03/2010 12:37:38,360.720825,345.785278,21.576273,25.74,25.737652,9.512832,+AC0-1473.728516,59.238861
02/03/2010 12:37:42,360.988831,346.05246,21.46122,27.62,27.61632,7.528885,+AC0-1474.62439,59.238899
02/03/2010 12:37:46,360.955109,346.018921,23.411308,28.80,28.799911,10.197479,+AC0-1471.994141,59.238945
02/03/2010 12:37:50,361.698059,346.760651,18.990826,21.98,21.976118,8.029833,+AC0-1471.018188,59.23888
02/03/2010 12:37:54,361.20871,346.272705,21.338181,27.22,27.218166,7.663735,+AC0-1473.53772,59.238842
02/03/2010 12:37:58,360.871979,345.937164,20.648691,25.80,25.800003,7.657296,+AC0-1475.024414,59.238815
02/03/2010 12:38:02,361.096588,346.160736,24.66951,31.00,31.004772,10.568295,+AC0-1470.986084,59.238747
02/03/2010 12:38:06,361.264923,346.328461,22.548822,27.52,27.522135,9.724282,+AC0-1471.125,59.238747
02/03/2010 12:38:10,361.739807,346.803009,21.118174,21.90,21.90275,12.220109,+AC0-1466.469482,59.238747
02/03/2010 12:38:14,361.687836,346.751129,23.704073,26.21,26.210926,13.191564,+AC0-1465.681274,59.238743
02/03/2010 12:38:18,361.536438,346.601044,25.873743,32.57,32.571156,11.43305,+AC0-1468.199463,59.238739
02/03/2010 12:38:22,361.873169,346.937469,23.8841,30.55,30.552658,9.470456,+AC0-1468.777222,59.238586
02/03/2010 12:38:26,361.869751,346.933289,21.634529,24.48,24.481783,10.802934,+AC0-1467.391724,59.238678
02/03/2010 12:38:30,362.037628,347.100311,26.712831,31.26,31.26412,14.283893,+AC0-1463.019409,59.238689
02/03/2010 12:38:34,361.802734,346.866821,23.277679,33.10,33.102272,5.905602,+AC0-1472.807861,59.238743
02/03/2010 12:38:38,362.243103,347.306366,22.697929,25.49,25.486416,11.921423,+AC0-1464.628052,59.2388
02/03/2010 12:38:42,362.171631,347.234558,20.529797,23.62,23.622723,9.46791,+AC0-1467.486816,59.238808
02/03/2010 12:38:46,362.005035,347.069,17.888355,25.09,25.089685,2.975295,+AC0-1475.007324,59.238876
02/03/2010 12:38:50,362.051147,347.11496,22.123695,27.82,27.816448,8.62476,+AC0-1468.911987,59.238876
02/03/2010 12:38:54,362.240265,347.304443,25.320431,30.14,30.138304,12.6416,+AC0-1463.918823,59.238865
02/03/2010 12:38:58,362.500854,347.564514,20.114197,23.68,23.684441,8.604877,+AC0-1467.001587,59.238873
02/03/2010 12:39:02,362.152161,347.215729,20.900784,27.40,27.404741,6.641434,+AC0-1470.544067,59.238899
02/03/2010 12:39:06,362.756653,347.819611,22.479101,25.82,25.817102,11.187487,+AC0-1463.201904,59.238922
02/03/2010 12:39:10,362.279205,347.342316,23.515434,31.21,31.208477,8.14145,+AC0-1468.431519,59.238983
02/03/2010 12:39:14,361.725006,346.788727,23.394449,28.80,28.802731,10.162175,+AC0-1468.725464,59.239071
02/03/2010 12:39:18,362.225525,347.288269,23.42889,27.63,27.634762,11.323739,+AC0-1465.347778,59.23914
02/03/2010 12:39:23,362.510864,347.574341,21.019342,29.43,29.426395,4.976054,+AC0-1470.776123,59.239235
02/03/2010 12:39:26,362.546082,347.608307,22.733932,26.12,26.119001,11.398195,+AC0-1463.901978,59.239311
02/03/2010 12:39:30,362.782745,347.845551,20.730768,27.64,27.639212,6.09226,+AC0-1468.445313,59.239365
02/03/2010 12:39:34,362.556152,347.619385,23.053928,30.31,30.312792,8.086937,+AC0-1467.342773,59.239353
02/03/2010 12:39:38,362.427856,347.490479,22.946005,28.93,28.931879,9.172302,+AC0-1466.744995,59.239365
02/03/2010 12:39:43,363.171234,348.232971,16.746071,20.29,20.292288,5.259275,+AC0-1467.634155,59.239403
02/03/2010 12:39:47,362.906616,347.969757,22.811243,31.07,31.070799,6.906217,+AC0-1467.076538,59.239372
02/03/2010 12:39:51,362.42157,347.484253,21.614426,27.65,27.652245,7.792031,+AC0-1468.220459,59.239433
02/03/2010 12:39:55,362.808655,347.870697,21.674669,27.25,27.246395,8.289185,+AC0-1466.03064,59.239426
02/03/2010 12:39:59,363.216217,348.278748,21.114769,27.23,27.226217,7.223354,+AC0-1465.417603,59.239452
02/03/2010 12:40:03,362.998474,348.060791,23.438957,29.52,29.521009,9.575097,+AC0-1463.891724,59.239494
02/03/2010 12:40:07,363.144501,348.206146,21.24753,26.84,26.839123,7.843422,+AC0-1465.060181,59.23951
02/03/2010 12:40:11,362.913422,347.974792,22.328604,27.18,27.180515,9.617864,+AC0-1464.192871,59.239548
02/03/2010 12:40:15,363.400238,348.461426,22.474686,25.98,25.984583,11.021935,+AC0-1460.656738,59.239635
02/03/2010 12:40:19,363.038055,348.100677,19.302549,26.64,26.644926,4.257276,+AC0-1469.297974,59.239704
02/03/2010 12:40:23,363.53772,348.599091,21.355898,28.37,28.370209,6.618148,+AC0-1464.682861,59.239761
02/03/2010 12:40:27,363.582489,348.643646,20.691666,25.11,25.112486,8.385027,+AC0-1462.650146,59.23983
02/03/2010 12:40:31,363.621674,348.6828,21.484747,27.12,27.122334,8.037525,+AC0-1462.846313,59.239838
02/03/2010 12:40:35,363.616333,348.677063,22.076471,27.32,27.321545,8.997188,+AC0-1461.867188,59.239922
02/03/2010 12:40:39,363.252777,348.313782,21.584394,26.03,26.028231,9.256179,+AC0-1463.153931,59.239956
02/03/2010 12:40:43,363.455872,348.517059,23.864212,30.60,30.602282,9.385408,+AC0-1462.163574,59.240005
02/03/2010 12:40:47,363.132416,348.193695,24.114042,33.50,33.501324,7.151898,+AC0-1465.871582,59.23999
02/03/2010 12:40:51,363.557251,348.618103,20.403057,26.83,26.828751,6.21707,+AC0-1465.035767,59.240067
02/03/2010 12:40:55,364.089508,349.150238,21.878941,26.78,26.779896,9.122228,+AC0-1459.749268,59.240135
02/03/2010 12:40:59,363.716797,348.77713,20.036215,25.56,25.561338,6.694411,+AC0-1463.855835,59.240158
02/03/2010 12:41:03,364.008179,349.068634,21.1891,26.42,26.420963,8.122198,+AC0-1461.13501,59.240181
02/03/2010 12:41:07,363.759277,348.819427,21.105396,28.04,28.044804,6.437861,+AC0-1463.941284,59.240196
02/03/2010 12:41:11,363.928223,348.989014,22.632719,28.73,28.732882,8.751884,+AC0-1460.824585,59.240173
02/03/2010 12:41:16,364.304443,349.363953,23.472189,26.38,26.37949,12.584306,+AC0-1455.203247,59.240181
02/03/2010 12:41:19,364.233551,349.294556,18.398489,24.78,24.784342,4.249848,+AC0-1464.236084,59.240227
02/03/2010 12:41:24,364.312073,349.371368,21.845161,27.50,27.497482,8.384128,+AC0-1459.554199,59.240269
02/03/2010 12:41:28,364.134705,349.194031,25.515015,30.11,30.11322,13.042095,+AC0-1455.451904,59.240303
02/03/2010 12:41:32,364.246796,349.307404,22.747478,27.63,27.634583,10.00375,+AC0-1458.177002,59.240311
02/03/2010 12:41:36,364.025055,349.085205,19.970543,27.89,27.891216,4.383178,+AC0-1464.968872,59.240326
02/03/2010 12:41:40,364.26004,349.320557,21.660114,25.58,25.57653,9.826297,+AC0-1458.308105,59.240353
02/03/2010 12:41:44,364.078522,349.138947,22.293434,29.59,29.58604,7.294814,+AC0-1461.714355,59.240349
02/03/2010 12:41:48,364.255981,349.315887,22.194241,27.23,27.234556,9.306894,+AC0-1458.851318,59.240341
02/03/2010 12:41:52,364.440704,349.499481,22.407492,27.96,27.963743,9.036511,+AC0-1458.325928,59.240356
02/03/2010 12:41:56,364.413666,349.473694,20.103422,26.25,26.246416,6.182437,+AC0-1461.449585,59.240387
02/03/2010 12:42:00,364.474518,349.533173,22.224743,26.55,26.547234,10.010276,+AC0-1457.166504,59.240379
02/03/2010 12:42:04,364.44104,349.500702,21.636862,26.53,26.530451,8.887053,+AC0-1458.495605,59.240303
02/03/2010 12:42:08,364.467926,349.526947,21.498617,26.61,26.611557,8.543192,+AC0-1458.722168,59.240265
02/03/2010 12:42:12,364.316437,349.375977,20.60932,25.90,25.902536,7.484906,+AC0-1460.478882,59.240265
02/03/2010 12:42:16,364.120972,349.18045,24.970917,32.74,32.736965,9.528494,+AC0-1459.176514,59.240288
02/03/2010 12:42:20,364.365387,349.424713,20.997423,28.56,28.564793,5.741242,+AC0-1462.08728,59.24028
02/03/2010 12:42:24,364.326111,349.385284,21.908251,27.85,27.853914,8.172239,+AC0-1459.709229,59.240234
02/03/2010 12:42:28,364.168488,349.227325,22.172123,25.52,25.51683,10.874219,+AC0-1457.549316,59.240211
02/03/2010 12:42:32,364.198029,349.257538,25.941006,30.01,30.008804,13.965282,+AC0-1454.214355,59.240196
02/03/2010 12:42:36,363.597107,348.65625,22.871603,30.73,30.726847,7.345572,+AC0-1463.656006,59.240158
02/03/2010 12:42:40,364.398132,349.45636,19.885981,24.39,24.392366,7.499133,+AC0-1460.07312,59.24012
02/03/2010 12:42:44,364.119354,349.179443,21.14205,30.59,30.594845,4.118492,+AC0-1464.824097,59.240124
02/03/2010 12:42:48,363.822662,348.88269,23.728861,33.08,33.079987,6.800609,+AC0-1463.284668,59.240128
02/03/2010 12:42:52,363.865662,348.925079,23.052805,29.08,29.083242,9.237328,+AC0-1460.545532,59.240128
02/03/2010 12:42:56,364.339722,349.398651,19.431398,22.74,22.743351,8.164199,+AC0-1459.64502,59.240143
02/03/2010 12:43:00,364.327301,349.385651,20.646622,25.35,25.350357,8.07478,+AC0-1459.774536,59.240112
02/03/2010 12:43:04,363.982727,349.041229,19.04558,22.27,22.269829,7.860592,+AC0-1461.463379,59.240131
02/03/2010 12:43:08,363.566711,348.625427,22.925947,30.00,30.00441,8.128061,+AC0-1462.957031,59.240135
02/03/2010 12:43:12,364.011627,349.070404,18.646046,23.39,23.391634,6.034971,+AC0-1463.248779,59.240097
02/03/2010 12:43:16,364.084198,349.141724,24.175661,28.04,28.03923,12.391385,+AC0-1456.275146,59.240036
02/03/2010 12:43:20,364.289124,349.347931,20.122633,23.68,23.679066,8.62626,+AC0-1459.36731,59.240059
02/03/2010 12:43:24,363.887024,348.946198,22.216288,29.63,29.630453,7.103721,+AC0-1462.663696,59.240017
02/03/2010 12:43:28,364.126068,349.185638,21.80125,29.89,29.892206,6.054266,+AC0-1462.751953,59.240002
02/03/2010 12:43:32,364.117035,349.1745,22.865852,28.05,28.052162,9.841651,+AC0-1458.791626,59.240005
02/03/2010 12:43:36,363.76178,348.820435,20.543526,23.03,23.031023,10.049164,+AC0-1460.110596,59.240013
02/03/2010 12:43:40,363.967468,349.026306,22.68819,29.94,29.94116,7.726726,+AC0-1461.661865,59.239983
02/03/2010 12:43:44,363.595154,348.653015,24.34284,31.77,31.768299,9.219687,+AC0-1461.664551,59.240002
02/03/2010 12:43:48,364.221344,349.27948,21.958481,29.67,29.670107,6.567077,+AC0-1461.777588,59.239983
02/03/2010 12:43:52,364.30423,349.362152,21.355831,26.55,26.545074,8.328881,+AC0-1459.579956,59.239937
02/03/2010 12:43:56,363.921509,348.97934,22.127851,27.43,27.42893,8.996068,+AC0-1460.511841,59.240013
02/03/2010 12:44:00,364.793427,349.850403,19.493238,21.67,21.671631,9.288625,+AC0-1456.503418,59.240089
02/03/2010 12:44:04,364.113068,349.1716,20.282017,23.90,23.904671,8.723569,+AC0-1459.998535,59.240002
02/03/2010 12:44:08,364.084595,349.14267,21.067844,29.41,29.406544,5.088627,+AC0-1463.895996,59.239964
02/03/2010 12:44:12,364.105164,349.163849,18.494308,24.29,24.287697,4.901041,+AC0-1464.017578,59.239944
02/03/2010 12:44:17,364.466705,349.523743,24.200232,30.13,30.134087,10.47529,+AC0-1456.631836,59.239929
02/03/2010 12:44:20,364.198059,349.255157,23.088156,28.20,28.199398,10.134325,+AC0-1458.127075,59.239937
02/03/2010 12:44:24,363.797485,348.856201,24.15484,31.85,31.852819,8.77623,+AC0-1461.280151,59.239925
02/03/2010 12:44:28,364.775482,349.832397,20.756226,23.93,23.930281,9.618291,+AC0-1456.220093,59.239944
02/03/2010 12:44:33,363.92215,348.979645,22.454563,28.43,28.430206,8.690448,+AC0-1460.817993,59.239998
02/03/2010 12:44:37,363.930206,348.987488,25.328997,32.90,32.904903,10.064813,+AC0-1459.345825,59.239998
02/03/2010 12:44:41,364.25943,349.316925,25.053543,31.18,31.184456,11.143883,+AC0-1456.834839,59.240051
02/03/2010 12:44:45,364.385406,349.442749,22.434492,28.34,28.338335,8.737683,+AC0-1458.81604,59.240135
02/03/2010 12:44:49,364.555664,349.612091,24.47603,26.89,26.886013,14.054328,+AC0-1452.532959,59.24017
02/03/2010 12:44:53,364.546509,349.604553,20.112547,26.07,26.07123,6.364332,+AC0-1460.633301,59.240211
02/03/2010 12:44:57,364.29068,349.347137,23.264549,29.33,29.325544,9.420428,+AC0-1458.493286,59.240234
02/03/2010 12:45:01,364.416595,349.474884,26.020868,31.58,31.578775,12.648335,+AC0-1454.634766,59.240204
02/03/2010 12:45:05,364.675934,349.733429,21.833241,25.92,25.917803,9.841805,+AC0-1456.448608,59.240234
02/03/2010 12:45:10,364.926086,349.98233,24.785957,28.79,28.786829,12.872972,+AC0-1452.205444,59.240265
02/03/2010 12:45:14,365.34314,350.400574,18.48192,19.79,19.786259,9.096635,+AC0-1454.415771,59.24028
